ATE_2SLS-0.99,ATE_2SLS-0.98,ATE_2SLS-0.95,ATE_causaloptim,PNS_causaloptim,ATE_autobound,PNS_autobound,ATE_entropybounds-0.80,ATE_entropybounds-0.20,ATE_entropybounds-0.10,PNS_entropybounds-0.80,PNS_entropybounds-0.20,PNS_entropybounds-0.10,PNS_entropybounds-trueTheta,ATE_entropybounds-trueTheta,PNS_entropybounds-randomTheta,ATE_entropybounds-randomTheta,ATE_zaffalonbounds,PNS_zaffalonbounds,ATE_tianpearl,PNS_tianpearl,ATE_manski
0.08791613578796387,0.04952263832092285,0.051053524017333984,2.874100923538208,1.603257179260254,1.0659804344177246,0.2148129940032959,0.25954508781433105,0.3219420909881592,0.36215829849243164,0.0928797721862793,0.09741783142089844,0.10196661949157715,0.09150195121765137,0.2738618850708008,0.08974170684814453,0.16799044609069824,36.03245496749878,36.14991092681885,0.006768465042114258,0.0059359073638916016,0.005198001861572266
