ATE_OLS-0.99,ATE_OLS-0.98,ATE_OLS-0.95,ATE_causaloptim,PNS_causaloptim,ATE_autobound,PNS_autobound,ATE_entropybounds-0.80,ATE_entropybounds-0.20,ATE_entropybounds-0.10,PNS_entropybounds-0.80,PNS_entropybounds-0.20,PNS_entropybounds-0.10,PNS_entropybounds-trueTheta,ATE_entropybounds-trueTheta,PNS_entropybounds-randomTheta,ATE_entropybounds-randomTheta,ATE_zaffalonbounds,PNS_zaffalonbounds,ATE_tianpearl,PNS_tianpearl,ATE_manski
0.0072019100189208984,0.005433082580566406,0.005492210388183594,0.8386220932006836,0.7975082397460938,0.0635383129119873,0.059484004974365234,0.11307740211486816,0.30507993698120117,0.34650254249572754,0.031919002532958984,0.1449906826019287,0.16722488403320312,0.03232097625732422,0.059247732162475586,0.031314849853515625,0.33818554878234863,7.709880828857422,8.11385440826416,0.0016565322875976562,0.0009627342224121094,0.0010256767272949219
