ATE_OLS-0.99,ATE_OLS-0.98,ATE_OLS-0.95,ATE_causaloptim,PNS_causaloptim,ATE_autobound,PNS_autobound,ATE_entropybounds-0.80,ATE_entropybounds-0.20,ATE_entropybounds-0.10,PNS_entropybounds-0.80,PNS_entropybounds-0.20,PNS_entropybounds-0.10,PNS_entropybounds-trueTheta,ATE_entropybounds-trueTheta,PNS_entropybounds-randomTheta,ATE_entropybounds-randomTheta,ATE_zaffalonbounds,PNS_zaffalonbounds,ATE_tianpearl,PNS_tianpearl,ATE_manski
5.432311773300171,5.1758644580841064,5.145324945449829,208.9672613143921,206.8526473045349,68.20628094673157,68.39756202697754,60.10847854614258,64.91656637191772,64.6174681186676,31.23159956932068,36.145906925201416,36.81327772140503,32.201629638671875,62.11349678039551,37.83114194869995,64.61778712272644,1810.9764378070831,1791.9602856636047,0.44182705879211426,0.3771793842315674,0.4413602352142334
