ATE_OLS-0.99,ATE_OLS-0.98,ATE_OLS-0.95,ATE_causaloptim,PNS_causaloptim,ATE_autobound,PNS_autobound,ATE_entropybounds-0.80,ATE_entropybounds-0.20,ATE_entropybounds-0.10,PNS_entropybounds-0.80,PNS_entropybounds-0.20,PNS_entropybounds-0.10,PNS_entropybounds-trueTheta,ATE_entropybounds-trueTheta,PNS_entropybounds-randomTheta,ATE_entropybounds-randomTheta,ATE_zaffalonbounds,PNS_zaffalonbounds,ATE_tianpearl,PNS_tianpearl,ATE_manski
5.717929840087891,5.237387418746948,5.2944231033325195,237.321879863739,268.5464029312134,73.90625333786011,74.23179984092712,70.16898918151855,86.53831434249878,90.58030676841736,37.941072940826416,47.18281269073486,50.53799295425415,39.36332702636719,72.97792506217957,44.22185802459717,77.92638087272644,1918.245484828949,1917.2004294395447,0.0157012939453125,0.013863801956176758,0.01528477668762207
