ATE_2SLS-0.99,ATE_2SLS-0.98,ATE_2SLS-0.95,ATE_causaloptim,PNS_causaloptim,ATE_autobound,PNS_autobound,ATE_entropybounds-0.80,ATE_entropybounds-0.20,ATE_entropybounds-0.10,PNS_entropybounds-0.80,PNS_entropybounds-0.20,PNS_entropybounds-0.10,PNS_entropybounds-trueTheta,ATE_entropybounds-trueTheta,PNS_entropybounds-randomTheta,ATE_entropybounds-randomTheta,ATE_zaffalonbounds,PNS_zaffalonbounds,ATE_tianpearl,PNS_tianpearl,ATE_manski
19.218385696411133,19.625566005706787,19.27222776412964,531.3788063526154,454.20212149620056,95.76037645339966,94.84094500541687,66.360178232193,83.41674900054932,86.8272910118103,35.083502769470215,44.182573080062866,48.61077880859375,38.90619349479675,74.3577938079834,40.596333503723145,72.48717665672302,6983.7596209049225,7067.753441333771,0.015504598617553711,0.013190984725952148,0.014059305191040039
