ATE_causaloptim--binned,ATE_autobound--binned,ATE_zaffalonbounds--binned,ATE_OLS-0.99,ATE_OLS-0.98,ATE_OLS-0.95,ATE_entropybounds-0.80--binned,ATE_entropybounds-0.20--binned,ATE_entropybounds-0.10--binned
326.3131651878357,75.60064387321472,1717.461627960205,5.187903881072998,5.155474901199341,5.142032861709595,92.87266659736633,151.4825737476349,170.73906445503235
