ATE_zhangbareinboim,ATE_causaloptim--binned,ATE_autobound--binned,ATE_zaffalonbounds--binned,ATE_2SLS-0.99,ATE_2SLS-0.98,ATE_2SLS-0.95,ATE_entropybounds-0.80--binned,ATE_entropybounds-0.20--binned,ATE_entropybounds-0.10--binned
62.65229916572571,575.0977437496185,86.62555360794067,6138.943772554398,20.144473791122437,20.251278400421143,20.268819570541382,94.67398524284363,153.49809622764587,173.02618932724
