ATE_OLS-0.99,ATE_OLS-0.98,ATE_OLS-0.95,ATE_causaloptim,PNS_causaloptim,ATE_autobound,PNS_autobound,ATE_entropybounds-0.80,ATE_entropybounds-0.20,ATE_entropybounds-0.10,PNS_entropybounds-0.80,PNS_entropybounds-0.20,PNS_entropybounds-0.10,PNS_entropybounds-trueTheta,ATE_entropybounds-trueTheta,PNS_entropybounds-randomTheta,ATE_entropybounds-randomTheta,ATE_zaffalonbounds,PNS_zaffalonbounds,ATE_tianpearl,PNS_tianpearl,ATE_manski
0.5106089115142822,0.5056543350219727,0.49648094177246094,22.917715072631836,22.713594436645508,6.255763292312622,6.221373081207275,7.223686933517456,10.885848045349121,12.456902265548706,3.9934945106506348,5.6338725090026855,5.933500051498413,3.772737503051758,5.949386358261108,4.579905986785889,8.957031726837158,188.96271467208862,191.42268443107605,0.04993629455566406,0.04026484489440918,0.0468297004699707
